Wall time,Step,Value
1499921286.498204,40,2.6757020950317383
1499921363.494475,60,2.6656670570373535
1499921402.098039,70,2.881497859954834
1499921440.910905,80,2.6859278678894043
1499921479.575831,90,2.612675189971924
1499921518.337008,100,2.676114797592163
1499921556.85663,110,2.2637977600097656
1499921595.455087,120,2.755589723587036
1499921634.126595,130,2.9194459915161133
1499921827.345667,180,2.829622507095337
1499921866.225354,190,3.0439536571502686
1499921906.201867,200,2.9513485431671143
1499921944.776125,210,2.645829916000366
1499921983.378976,220,3.233757495880127
1499922021.979798,230,2.905113697052002
1499922060.82243,240,2.5020580291748047
1499922099.614122,250,2.8447957038879395
1499922138.336068,260,2.948028326034546
1499922215.371238,280,2.607149600982666
1499922292.756958,300,2.693436622619629
1499922447.579709,340,2.661363363265991
1499922486.460277,350,2.9833550453186035
1499922524.97222,360,2.930881977081299
1499922563.576342,370,2.6758368015289307
1499922602.176245,380,2.490100383758545
1499922640.727873,390,2.5253398418426514
1499922680.654749,400,2.5431175231933594
1499922719.697999,410,2.4808349609375
1499922758.364431,420,2.5785181522369385
1499922796.960076,430,2.843097448348999
1499922874.084355,450,2.561163902282715
1499922912.728352,460,2.533618211746216
1499922951.588084,470,2.724153995513916
1499922990.105986,480,2.519723892211914
1499923028.642433,490,2.699406862258911
1499923067.232432,500,2.4879660606384277
1499923144.684965,520,2.5470683574676514
1499923222.294725,540,2.698856830596924
1499923261.130966,550,2.7025749683380127
1499923299.658367,560,2.2887704372406006
1499923338.296704,570,2.5713858604431152
1499923377.037812,580,2.8143398761749268
1499923415.807852,590,2.7541985511779785
1499923456.016778,600,2.471156358718872
1499923494.554636,610,2.4681448936462402
1499923880.804104,710,2.429149866104126
1499923919.544679,720,2.8631813526153564
1499923996.707064,740,2.7322278022766113
1499924151.013361,780,2.7450480461120605
1499924229.774099,800,2.3467485904693604
1499924306.897754,820,2.389735698699951
1499924345.459985,830,2.249701976776123
1499924384.14569,840,2.50229549407959
1499924422.895043,850,2.4514942169189453
1499924461.373188,860,2.7293860912323
1499924538.325703,880,2.3746721744537354
1499924576.992875,890,2.601616621017456
1499924615.545369,900,2.719008445739746
1499924654.334667,910,2.378659725189209
1499924693.018085,920,2.569528102874756
1499924731.831409,930,2.7559664249420166
1499924809.015865,950,2.6148765087127686
1499924847.707271,960,2.277435302734375
1499924963.122128,990,2.5740325450897217
1499925042.644842,1010,2.5059304237365723
1499925081.812798,1020,2.5467028617858887
1499925120.27088,1030,2.51098895072937
1499925236.238487,1060,2.4992055892944336
1499925274.753618,1070,2.017688274383545
1499925313.376429,1080,2.41544246673584
1499925352.062061,1090,1.974887490272522
1499925390.55687,1100,2.5352115631103516
1499925545.36421,1140,2.3577167987823486
1499925584.008054,1150,2.3823838233947754
1499925661.260315,1170,2.205242156982422
1499925738.519607,1190,2.3600196838378906
1499925894.747289,1230,2.3698627948760986
1499925933.519283,1240,2.270501136779785
1499925972.041068,1250,2.532808542251587
1499926049.2813,1270,2.061490058898926
1499926164.978905,1300,2.103080987930298
1499926242.525344,1320,2.2021026611328125
1499926281.201905,1330,2.3202381134033203
1499926320.000807,1340,2.045523166656494
1499926397.299109,1360,2.232961654663086
1499926474.74974,1380,2.097479820251465
1499926513.239712,1390,2.174278974533081
1499926553.131639,1400,2.2935264110565186
1499926591.74497,1410,1.9427753686904907
1499926630.219517,1420,2.0878374576568604
1499926668.774475,1430,1.9827638864517212
1499926784.471618,1460,2.1792171001434326
1499926823.143038,1470,2.0590083599090576
1499926861.708818,1480,1.953775405883789
1499926938.832238,1500,2.1698241233825684
1499926977.601468,1510,2.1511144638061523
1499927016.189965,1520,2.2242820262908936
1499927093.420262,1540,2.056514024734497
1499927131.9913,1550,2.1766324043273926
1499927170.600867,1560,2.0590877532958984
1499927209.490712,1570,1.8672411441802979
1499927248.230506,1580,1.9169228076934814
1499927326.841424,1600,2.0651912689208984
1499927365.488319,1610,2.0584640502929688
1499927404.037791,1620,1.7716087102890015
1499927519.863644,1650,1.730586051940918
1499927596.993923,1670,1.9306036233901978
1499927635.559898,1680,1.777903437614441
1499927674.520131,1690,2.0069942474365234
1499927713.329237,1700,2.2185850143432617
1499927752.241625,1710,2.0086095333099365
1499927829.684466,1730,1.7564932107925415
1499927907.289581,1750,1.7205392122268677
1499927946.015746,1760,2.1745495796203613
1499927984.580614,1770,2.0572283267974854
1499928023.171023,1780,1.7570860385894775
1499928101.708298,1800,1.8090989589691162
1499928140.290789,1810,1.9313428401947021
1499928178.928817,1820,1.7426745891571045
1499928217.514612,1830,2.148348808288574
1499928256.182816,1840,1.8909109830856323
1499928294.834843,1850,1.9446799755096436
1499928333.410769,1860,2.0014185905456543
1499928372.020736,1870,1.9361677169799805
1499928410.488423,1880,2.1374433040618896
1499928449.042214,1890,1.8717963695526123
1499928487.676268,1900,1.9674075841903687
1499928526.292014,1910,2.0203680992126465
1499928564.78103,1920,1.6795271635055542
1499928603.221164,1930,1.7223360538482666
1499928641.785202,1940,2.03275465965271
1499928680.642068,1950,1.8081178665161133
1499928758.033714,1970,1.8325473070144653
1499928835.377415,1990,1.967635154724121
1499928875.401855,2000,1.8583869934082031
1499928914.990815,2010,1.566817283630371
1499928953.512223,2020,1.6656635999679565
1499929069.271953,2050,1.499814748764038
1499929108.038687,2060,1.8634458780288696
1499929185.212877,2080,1.6354541778564453
1499929262.490705,2100,1.7775386571884155
1499929301.046505,2110,1.821385383605957
1499929339.930703,2120,1.541713833808899
1499929455.748794,2150,1.8349521160125732
1499929494.241941,2160,1.5415602922439575
1499929610.153956,2190,1.5421168804168701
1499929650.084647,2200,1.6009740829467773
1499929688.730569,2210,1.6617634296417236
1499929727.459476,2220,1.7182385921478271
1499929766.042079,2230,1.661887764930725
1499929804.567606,2240,1.6852433681488037
1499929843.118972,2250,1.7432835102081299
1499929958.773174,2280,1.4453811645507812
1499930036.007939,2300,1.7261128425598145
1499930074.696665,2310,1.8485603332519531
1499930113.489975,2320,1.810562252998352
1499930153.758241,2330,1.478663444519043
1499930196.450882,2340,1.8043549060821533
1499930280.880635,2360,1.624321460723877
1499930323.049901,2370,1.5484106540679932
1499930364.611127,2380,1.7635338306427002
1499930405.734163,2390,1.6258280277252197
1499930449.417155,2400,1.6681780815124512
1499930526.672616,2420,1.3453474044799805
1499930565.316896,2430,1.5518708229064941
1499930604.041439,2440,1.587106466293335
1499930681.418024,2460,1.4059269428253174
1499930720.184247,2470,1.6325583457946777
1499930758.766421,2480,1.592617392539978
1499930797.365027,2490,1.6490864753723145
1499930913.427508,2520,1.4358432292938232
1499930990.974192,2540,1.5297261476516724
1499931263.259565,2610,1.5539761781692505
1499931340.693701,2630,1.332257628440857
1499931418.070224,2650,1.377617597579956
1499931611.167314,2700,1.470726728439331
1499931649.953066,2710,1.4391108751296997
1499931766.101708,2740,1.4796863794326782
1499931805.169263,2750,1.7761757373809814
1499931843.811599,2760,1.1788640022277832
1499931882.387768,2770,1.7560690641403198
1499931921.036362,2780,1.3256312608718872
1499931959.695929,2790,1.454721450805664
1499932038.481467,2810,1.3359638452529907
1499932077.016008,2820,1.7473307847976685
1499932193.072274,2850,1.5768842697143555
1499932231.904768,2860,1.4343681335449219
1499932309.01165,2880,1.360050916671753
1499932347.699732,2890,1.3711588382720947
